unitid,institution name,year,Level and degree/certificate-seeking status of student,Grand total,American Indian or Alaska Native total,Asian total,Black or African American total,Hispanic or Latino total,Native Hawaiian or Other Pacific Islander total,White total,Two or more races total,Race/ethnicity unknown total,U.S. Nonresident total,IDX_E12
204796,Ohio State University-Main Campus,2023,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",3726,2,243,416,228,1,2351,192,116,177,-2
204796,Ohio State University-Main Campus,2023,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",31692,17,2771,2474,1700,17,20299,1414,941,2059,-2
204796,Ohio State University-Main Campus,2023,Part-time students total,11376,13,778,1002,603,5,6841,391,532,1211,-2
204796,Ohio State University-Main Campus,2023,"Part-time students, Undergraduate total",5644,8,524,628,302,4,3492,240,199,247,-2
204796,Ohio State University-Main Campus,2023,"Part-time students, Undergraduate, Degree/certificate-seeking total",4266,6,319,479,243,2,2727,171,131,188,-2
204796,Ohio State University-Main Campus,2023,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",36,0,4,2,3,0,17,1,0,9,-2
204796,Ohio State University-Main Campus,2023,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",4230,6,315,477,240,2,2710,170,131,179,-2
204796,Ohio State University-Main Campus,2023,"Part-time students, Undergraduate, Non-degree/certificate-seeking",1378,2,205,149,59,2,765,69,68,59,-2
204796,Ohio State University-Main Campus,2023,"Part-time students, Graduate",5732,5,254,374,301,1,3349,151,333,964,-2
204796,Ohio State University-Main Campus,2023,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",599,1,36,74,42,0,393,24,20,9,-2
204796,Ohio State University-Main Campus,2023,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",3631,5,279,403,198,2,2317,146,111,170,-2
240444,University of Wisconsin-Madison,2023,All students total,53219,127,4561,1347,3786,34,31069,2161,1492,8642,-2
240444,University of Wisconsin-Madison,2023,"All students, Undergraduate total",39256,88,3777,973,2896,27,23864,1708,1236,4687,-2
240444,University of Wisconsin-Madison,2023,"All students, Undergraduate, Degree/certificate-seeking total",36987,83,3555,845,2749,26,22795,1623,1188,4123,-2
240444,University of Wisconsin-Madison,2023,"All students, Undergraduate, Degree/certificate-seeking, First-time",8685,20,1153,253,799,4,4926,485,288,757,-2
240444,University of Wisconsin-Madison,2023,"All students, Undergraduate, Other degree/certificate-seeking",28302,63,2402,592,1950,22,17869,1138,900,3366,-2
240444,University of Wisconsin-Madison,2023,"All students, Undergraduate, Non-degree/certificate-seeking",2269,5,222,128,147,1,1069,85,48,564,-2
240444,University of Wisconsin-Madison,2023,"All students, Graduate",13963,39,784,374,890,7,7205,453,256,3955,-2
240444,University of Wisconsin-Madison,2023,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1476,5,87,38,96,3,813,60,47,327,-2
240444,University of Wisconsin-Madison,2023,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",26826,58,2315,554,1854,19,17056,1078,853,3039,-2
240444,University of Wisconsin-Madison,2023,Full-time students total,45688,108,3951,1079,3282,28,26643,1909,1307,7381,-2
240444,University of Wisconsin-Madison,2023,"Full-time students, Undergraduate total",34751,77,3314,777,2579,22,21189,1536,1116,4141,-2
240444,University of Wisconsin-Madison,2023,"Full-time students, Undergraduate, Degree/certificate-seeking total",34334,77,3306,774,2576,22,21158,1533,1115,3773,-2
240444,University of Wisconsin-Madison,2023,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",8652,20,1149,249,794,4,4915,484,284,753,-2
240444,University of Wisconsin-Madison,2023,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",25682,57,2157,525,1782,18,16243,1049,831,3020,-2
240444,University of Wisconsin-Madison,2023,"Full-time students, Undergraduate, Non-degree/certificate-seeking",417,0,8,3,3,0,31,3,1,368,-2
240444,University of Wisconsin-Madison,2023,"Full-time students, Graduate",10937,31,637,302,703,6,5454,373,191,3240,-2
240444,University of Wisconsin-Madison,2023,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1370,5,82,31,86,3,743,54,41,325,-2
240444,University of Wisconsin-Madison,2023,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",24312,52,2075,494,1696,15,15500,995,790,2695,-2
240444,University of Wisconsin-Madison,2023,Part-time students total,7531,19,610,268,504,6,4426,252,185,1261,-2
240444,University of Wisconsin-Madison,2023,"Part-time students, Undergraduate total",4505,11,463,196,317,5,2675,172,120,546,-2
240444,University of Wisconsin-Madison,2023,"Part-time students, Undergraduate, Degree/certificate-seeking total",2653,6,249,71,173,4,1637,90,73,350,-2
240444,University of Wisconsin-Madison,2023,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",33,0,4,4,5,0,11,1,4,4,-2
240444,University of Wisconsin-Madison,2023,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",2620,6,245,67,168,4,1626,89,69,346,-2
240444,University of Wisconsin-Madison,2023,"Part-time students, Undergraduate, Non-degree/certificate-seeking",1852,5,214,125,144,1,1038,82,47,196,-2
240444,University of Wisconsin-Madison,2023,"Part-time students, Graduate",3026,8,147,72,187,1,1751,80,65,715,-2
240444,University of Wisconsin-Madison,2023,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",106,0,5,7,10,0,70,6,6,2,-2
240444,University of Wisconsin-Madison,2023,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",2514,6,240,60,158,4,1556,83,63,344,-2
243780,Purdue University-Main Campus,2023,All students total,56210,67,6258,1756,3673,29,30974,2254,960,10239,-2
243780,Purdue University-Main Campus,2023,"All students, Undergraduate total",41678,33,5254,1267,2877,24,25134,1942,600,4547,-2
243780,Purdue University-Main Campus,2023,"All students, Undergraduate, Degree/certificate-seeking total",40269,32,5071,1124,2755,21,24318,1885,573,4490,-2
243780,Purdue University-Main Campus,2023,"All students, Undergraduate, Degree/certificate-seeking, First-time",9590,7,1378,247,742,4,5709,534,166,803,-2
243780,Purdue University-Main Campus,2023,"All students, Undergraduate, Other degree/certificate-seeking",30679,25,3693,877,2013,17,18609,1351,407,3687,-2
243780,Purdue University-Main Campus,2023,"All students, Undergraduate, Non-degree/certificate-seeking",1409,1,183,143,122,3,816,57,27,57,-2
243780,Purdue University-Main Campus,2023,"All students, Graduate",14532,34,1004,489,796,5,5840,312,360,5692,-2
243780,Purdue University-Main Campus,2023,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1459,0,57,49,110,1,778,46,6,412,-2
243780,Purdue University-Main Campus,2023,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",29220,25,3636,828,1903,16,17831,1305,401,3275,-2
243780,Purdue University-Main Campus,2023,Full-time students total,44179,45,5085,1074,2752,18,24747,1839,738,7881,-2
243780,Purdue University-Main Campus,2023,"Full-time students, Undergraduate total",37080,28,4653,920,2451,18,22514,1713,525,4258,-2
243780,Purdue University-Main Campus,2023,"Full-time students, Undergraduate, Degree/certificate-seeking total",37072,28,4653,917,2450,18,22510,1713,525,4258,-2
243780,Purdue University-Main Campus,2023,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",9446,7,1375,238,723,4,5614,526,164,795,-2
243780,Purdue University-Main Campus,2023,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",27626,21,3278,679,1727,14,16896,1187,361,3463,-2
243780,Purdue University-Main Campus,2023,"Full-time students, Undergraduate, Non-degree/certificate-seeking",8,0,0,3,1,0,4,0,0,0,-2
243780,Purdue University-Main Campus,2023,"Full-time students, Graduate",7099,17,432,154,301,0,2233,126,213,3623,-2
243780,Purdue University-Main Campus,2023,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1107,0,43,31,69,1,541,29,5,388,-2
243780,Purdue University-Main Campus,2023,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",26519,21,3235,648,1658,13,16355,1158,356,3075,-2
243780,Purdue University-Main Campus,2023,Part-time students total,12031,22,1173,682,921,11,6227,415,222,2358,-2
243780,Purdue University-Main Campus,2023,"Part-time students, Undergraduate total",4598,5,601,347,426,6,2620,229,75,289,-2
243780,Purdue University-Main Campus,2023,"Part-time students, Undergraduate, Degree/certificate-seeking total",3197,4,418,207,305,3,1808,172,48,232,-2
243780,Purdue University-Main Campus,2023,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",144,0,3,9,19,0,95,8,2,8,-2
243780,Purdue University-Main Campus,2023,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",3053,4,415,198,286,3,1713,164,46,224,-2
243780,Purdue University-Main Campus,2023,"Part-time students, Undergraduate, Non-degree/certificate-seeking",1401,1,183,140,121,3,812,57,27,57,-2
243780,Purdue University-Main Campus,2023,"Part-time students, Graduate",7433,17,572,335,495,5,3607,186,147,2069,-2
243780,Purdue University-Main Campus,2023,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",352,0,14,18,41,0,237,17,1,24,-2
243780,Purdue University-Main Campus,2023,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",2701,4,401,180,245,3,1476,147,45,200,-2
145637,University of Illinois Urbana-Champaign,2022,All students total,62303,28,10840,3348,6691,39,24083,1803,2703,12768,-2
145637,University of Illinois Urbana-Champaign,2022,"All students, Undergraduate total",36800,13,7807,2212,4952,14,14486,1338,741,5237,-2
145637,University of Illinois Urbana-Champaign,2022,"All students, Undergraduate, Degree/certificate-seeking total",34666,13,7485,2144,4859,14,14015,1278,380,4478,-2
145637,University of Illinois Urbana-Champaign,2022,"All students, Undergraduate, Degree/certificate-seeking, First-time",8383,5,2189,467,1109,4,2997,348,130,1134,-2
145637,University of Illinois Urbana-Champaign,2022,"All students, Undergraduate, Other degree/certificate-seeking",26283,8,5296,1677,3750,10,11018,930,250,3344,-2
145637,University of Illinois Urbana-Champaign,2022,"All students, Undergraduate, Non-degree/certificate-seeking",2134,0,322,68,93,0,471,60,361,759,-2
145637,University of Illinois Urbana-Champaign,2022,"All students, Graduate",25503,15,3033,1136,1739,25,9597,465,1962,7531,-2
145637,University of Illinois Urbana-Champaign,2022,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1632,1,172,95,248,2,845,60,28,181,-2
145637,University of Illinois Urbana-Champaign,2022,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",24651,7,5124,1582,3502,8,10173,870,222,3163,-2
145637,University of Illinois Urbana-Champaign,2022,Full-time students total,48334,21,8537,2578,5664,22,18224,1507,862,10919,-2
145637,University of Illinois Urbana-Champaign,2022,"Full-time students, Undergraduate total",34354,13,7223,2078,4785,13,13634,1242,379,4987,-2
145637,University of Illinois Urbana-Champaign,2022,"Full-time students, Undergraduate, Degree/certificate-seeking total",33668,13,7219,2076,4784,13,13629,1241,369,4324,-2
145637,University of Illinois Urbana-Champaign,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",8302,5,2177,452,1104,3,2963,344,130,1124,-2
145637,University of Illinois Urbana-Champaign,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",25366,8,5042,1624,3680,10,10666,897,239,3200,-2
145637,University of Illinois Urbana-Champaign,2022,"Full-time students, Undergraduate, Non-degree/certificate-seeking",686,0,4,2,1,0,5,1,10,663,-2
145637,University of Illinois Urbana-Champaign,2022,"Full-time students, Graduate",13980,8,1314,500,879,9,4590,265,483,5932,-2
145637,University of Illinois Urbana-Champaign,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1563,1,167,84,239,2,814,57,27,172,-2
145637,University of Illinois Urbana-Champaign,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",23803,7,4875,1540,3441,8,9852,840,212,3028,-2
145637,University of Illinois Urbana-Champaign,2022,Part-time students total,13969,7,2303,770,1027,17,5859,296,1841,1849,-2
145637,University of Illinois Urbana-Champaign,2022,"Part-time students, Undergraduate total",2446,0,584,134,167,1,852,96,362,250,-2
145637,University of Illinois Urbana-Champaign,2022,"Part-time students, Undergraduate, Degree/certificate-seeking total",998,0,266,68,75,1,386,37,11,154,-2
145637,University of Illinois Urbana-Champaign,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",81,0,12,15,5,1,34,4,0,10,-2
145637,University of Illinois Urbana-Champaign,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",917,0,254,53,70,0,352,33,11,144,-2
145637,University of Illinois Urbana-Champaign,2022,"Part-time students, Undergraduate, Non-degree/certificate-seeking",1448,0,318,66,92,0,466,59,351,96,-2
145637,University of Illinois Urbana-Champaign,2022,"Part-time students, Graduate",11523,7,1719,636,860,16,5007,200,1479,1599,-2
145637,University of Illinois Urbana-Champaign,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",69,0,5,11,9,0,31,3,1,9,-2
145637,University of Illinois Urbana-Champaign,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",848,0,249,42,61,0,321,30,10,135,-2
147767,Northwestern University,2022,All students total,26862,34,4303,1522,2518,15,10695,1089,1745,4941,-2
147767,Northwestern University,2022,"All students, Undergraduate total",9927,8,2003,645,1292,5,3936,632,492,914,-2
147767,Northwestern University,2022,"All students, Undergraduate, Degree/certificate-seeking total",9342,8,1869,614,1266,5,3718,616,346,900,-2
147767,Northwestern University,2022,"All students, Undergraduate, Degree/certificate-seeking, First-time",2081,2,400,151,351,0,722,166,74,215,-2
147767,Northwestern University,2022,"All students, Undergraduate, Other degree/certificate-seeking",7261,6,1469,463,915,5,2996,450,272,685,-2
147767,Northwestern University,2022,"All students, Undergraduate, Non-degree/certificate-seeking",585,0,134,31,26,0,218,16,146,14,-2
147767,Northwestern University,2022,"All students, Graduate",16935,26,2300,877,1226,10,6759,457,1253,4027,-2
147767,Northwestern University,2022,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",225,0,74,6,12,0,91,14,10,18,-2
147767,Northwestern University,2022,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",7036,6,1395,457,903,5,2905,436,262,667,-2
